datetime,portfolio_value,cash,return
2023-12-15 09:30:00-05:00,100000.0,100000.0,
2023-12-16 09:30:00-05:00,100000.0,80000.0,0.0
2023-12-18 09:30:00-05:00,100144.6685050839,80081.1944893244,0.0014466850508390028
2023-12-19 09:30:00-05:00,100210.69708184632,80081.1944893244,0.0006593319219889704
2023-12-20 09:30:00-05:00,100271.6139365408,80081.1944893244,0.0006078877452047049
2023-12-21 09:30:00-05:00,100159.57726110499,80081.1944893244,-0.0011173319251320812
2023-12-22 09:30:00-05:00,100267.35373480718,80081.1944893244,0.0010760476097182448
2023-12-23 09:30:00-05:00,100267.35373480718,80081.1944893244,0.0
2023-12-26 09:30:00-05:00,100276.3005484571,80081.1944893244,8.922957789025965e-05
2023-12-27 09:30:00-05:00,100334.66154211762,80081.1944893244,0.0005820018622677559
2023-12-28 09:30:00-05:00,100396.0048069948,80081.1944893244,0.000611386573038164
2023-12-29 09:30:00-05:00,100379.390410243,80081.1944893244,-0.00016548862460952218
2023-12-30 09:30:00-05:00,100379.390410243,80081.1944893244,0.0
